date,n_stocks,n_days,pc1,pc1_5,lambda_max,mp_upper,n_signif,eff_rank
2013-04-30,100,251,0.3871114156326015,0.5050668414422951,38.711141563260135,2.6607951806975985,3,6.3262310227305
2013-05-31,100,251,0.3859901835010465,0.503898719851637,38.59901835010465,2.6607951806975985,2,6.3554111778464035
2013-06-28,100,251,0.3809000598163625,0.4989578422595406,38.09000598163627,2.6607951806975985,2,6.511127547257352
2013-07-31,100,251,0.3651491064569587,0.4831584676724628,36.51491064569588,2.6607951806975985,2,7.039128970611316
2013-08-30,100,251,0.3722764153342865,0.4863992473856134,37.22764153342866,2.6607951806975985,2,6.809180207863126
2013-09-30,100,250,0.3739922252842933,0.4863856960821063,37.39922252842933,2.6649110640673523,2,6.757387165441076
2013-10-31,100,253,0.3790679959606177,0.4884865942338707,37.90679959606177,2.65264614391991,2,6.590248708541774
2013-11-29,100,253,0.3683013130343216,0.4825010915743475,36.830131303432175,2.65264614391991,2,6.939675182692079
2013-12-31,100,253,0.3675801680531745,0.4815194114683542,36.758016805317446,2.65264614391991,2,6.971836508919963
2014-01-31,100,253,0.3684530779616907,0.484990157237307,36.845307796169074,2.65264614391991,2,6.933534705562091
2014-02-28,100,253,0.3710448207714016,0.487923218640466,37.10448207714016,2.65264614391991,2,6.8477836188418015
2014-03-31,100,253,0.3775524788891577,0.4954645947146984,37.75524788891576,2.65264614391991,3,6.6314688994507325
2014-04-30,100,253,0.3733868057806194,0.4919459476657022,37.338680578061926,2.65264614391991,3,6.76960550616295
2014-05-30,100,253,0.3755504220972784,0.4904780699237135,37.55504220972782,2.65264614391991,2,6.7080088923001675
2014-06-30,100,252,0.3416399916152177,0.4605326751321072,34.16399916152177,2.656706973522821,3,7.973650224109803
2014-07-31,100,253,0.3560509772605327,0.4758588974111732,35.60509772605325,2.65264614391991,3,7.390226051991353
2014-08-29,100,253,0.3433919317502664,0.4650811499097967,34.339193175026644,2.65264614391991,3,7.88662735982602
2014-09-30,100,253,0.3504825018735142,0.4706088307465008,35.04825018735143,2.65264614391991,4,7.603721847152926
2014-10-31,100,253,0.3699675213679942,0.4927131213522346,36.9967521367994,2.65264614391991,4,6.8790039710256625
2014-11-28,100,252,0.3587703587615134,0.4890715066884818,35.87703587615134,2.656706973522821,4,7.258812645468605
2014-12-31,100,253,0.3663167262300257,0.4991857392886107,36.631672623002544,2.65264614391991,4,6.978574607095806
2015-01-30,100,253,0.3723202517233973,0.5115612181996014,37.23202517233974,2.65264614391991,4,6.748835889386161
2015-02-27,100,253,0.3702097129381893,0.5088886047678953,37.02097129381893,2.65264614391991,4,6.824408926626032
2015-03-31,100,253,0.3803162299969438,0.520038833788197,38.03162299969438,2.65264614391991,4,6.492378879995229
2015-04-30,100,253,0.3670981611896706,0.5089435417355818,36.70981611896706,2.65264614391991,4,6.906774577329384
2015-05-29,100,253,0.3737344072989,0.5075145870821306,37.37344072989001,2.65264614391991,4,6.713606804492317
2015-06-30,100,253,0.3879686533332026,0.5199091232905655,38.79686533332026,2.65264614391991,4,6.271434967806467
2015-07-31,100,253,0.3963073756663718,0.5235800043896782,39.630737566637194,2.65264614391991,4,6.03974868744283
2015-08-31,100,252,0.4489477891395353,0.5706752961943634,44.89477891395356,2.656706973522821,4,4.782991524630962
2015-09-30,100,253,0.4768758715901414,0.5962458989981309,47.68758715901414,2.65264614391991,4,4.2666168862686575
2015-10-30,100,253,0.4546637434723027,0.589633889566062,45.46637434723027,2.65264614391991,4,4.652340777338407
2015-11-30,100,252,0.4634960873466047,0.5953327510949712,46.349608734660485,2.656706973522821,4,4.49150953703497
2015-12-31,100,253,0.4744922752743114,0.596939634978691,47.44922752743113,2.65264614391991,4,4.304289927088615
2016-01-29,100,253,0.4777003982614969,0.6092735034744384,47.77003982614968,2.65264614391991,4,4.238591281935636
2016-02-29,100,252,0.4789522259396017,0.6094414335162088,47.89522259396018,2.656706973522821,4,4.218916261911864
2016-03-31,100,253,0.4637589327295292,0.6000166071185246,46.37589327295293,2.65264614391991,4,4.47812210411185
2016-04-29,100,254,0.4622643374286365,0.6051282128090739,46.22643374286363,2.6486123976778924,4,4.4949169422507005
2016-05-31,100,253,0.4717138746607587,0.6165933243648872,47.17138746607586,2.65264614391991,4,4.322019714171994
2016-06-30,100,254,0.4652699206085798,0.6157652300205012,46.526992060858,2.6486123976778924,4,4.425708386275784
2016-07-29,100,254,0.465384616782762,0.6171900879909177,46.538461678276185,2.6486123976778924,4,4.419782811858486
2016-08-31,100,254,0.4218403541779353,0.5882776058134044,42.18403541779352,2.6486123976778924,4,5.285055169291987
2016-09-30,100,254,0.4024470232488032,0.57207216425604,40.2447023248803,2.6486123976778924,4,5.749659743375515
2016-10-31,100,252,0.3891055013061739,0.560229401086429,38.91055013061741,2.656706973522821,4,6.102664389362675
2016-11-30,100,254,0.3844217071860224,0.564842465263322,38.44217071860224,2.6486123976778924,4,6.20198205020503
2016-12-30,100,254,0.360782946634135,0.5520316991364355,36.078294663413494,2.6486123976778924,5,6.886086322572743
2017-01-31,100,253,0.31511324549899,0.5178483230029961,31.511324549898987,2.65264614391991,5,8.619853982705807
2017-02-28,100,253,0.2972625430338328,0.4976068410165276,29.72625430338329,2.65264614391991,5,9.46250804023286
2017-03-31,100,254,0.2908917137269207,0.4932189312350999,29.08917137269206,2.6486123976778924,5,9.776000994508586
2017-04-28,100,253,0.2875517256894368,0.4891744308642442,28.75517256894369,2.65264614391991,5,9.944685646717158
2017-05-31,100,253,0.2795654351384373,0.482139556426413,27.956543513843737,2.65264614391991,5,10.39412042050258
2017-06-30,100,253,0.2263781575326952,0.4559295292435462,22.63781575326951,2.65264614391991,5,13.59924086526242
2017-07-31,100,252,0.2156384966515381,0.4484610463332572,21.563849665153818,2.656706973522821,5,14.354727399437015
2017-08-31,100,253,0.2254447816359326,0.4526367655191232,22.54447816359327,2.65264614391991,5,13.733099889557971
2017-09-29,100,253,0.1970826140341981,0.4318589741015819,19.70826140341981,2.65264614391991,5,16.08075191461516
2017-10-31,100,253,0.1849542860610893,0.4201399339527502,18.495428606108938,2.65264614391991,6,17.333255249550962
2017-11-30,100,253,0.1775056105552668,0.3890350929989589,17.750561055526678,2.65264614391991,6,19.440746212818716
2017-12-29,100,253,0.1742248180574848,0.3825733469111561,17.42248180574848,2.65264614391991,6,19.973702354097775
2018-01-31,100,253,0.1805342079065441,0.384368865206916,18.05342079065441,2.65264614391991,6,19.393491522466174
2018-02-28,100,253,0.2921489020987859,0.4721670721781387,29.214890209878593,2.65264614391991,5,10.016161656894834
2018-03-30,100,252,0.3274826652849473,0.4994702321190775,32.74826652849473,2.656706973522821,5,8.312341667231637
2018-04-30,100,252,0.3394721766918603,0.5060210610382704,33.94721766918603,2.656706973522821,6,7.8276625846930274
2018-05-31,100,253,0.3435029326361291,0.5102849267993038,34.35029326361291,2.65264614391991,5,7.676173041588334
2018-06-29,100,253,0.3422703804509417,0.5072879310063881,34.22703804509418,2.65264614391991,5,7.739428430557897
2018-07-31,100,253,0.3397559169278218,0.4989639393714227,33.975591692782174,2.65264614391991,4,7.868572109761565
2018-08-31,100,253,0.335863643718869,0.4988061527729341,33.5863643718869,2.65264614391991,4,8.0141053895425
2018-09-28,100,253,0.3350216085447577,0.4999720326689147,33.502160854475775,2.65264614391991,4,8.03856416709005
2018-10-31,100,253,0.3690294443552737,0.5353653672620051,36.90294443552736,2.65264614391991,4,6.7435472795750036
2018-11-30,100,253,0.3832528768514799,0.5432734791807141,38.325287685148,2.65264614391991,4,6.309082050710416
2018-12-31,100,251,0.4319279641456329,0.5834876366083566,43.19279641456327,2.6607951806975985,3,5.080019073502016
2019-01-31,100,252,0.4317870087497708,0.5830467965460187,43.178700874977096,2.656706973522821,3,5.081204946553701
2019-02-28,100,252,0.3977339558183148,0.5532649379965323,39.77339558183148,2.656706973522821,3,5.903867364848736
2019-03-29,100,252,0.3844516034897132,0.5440938200886197,38.44516034897131,2.656706973522821,3,6.26498867771901
2019-04-30,100,252,0.3602688935863775,0.5320377822989866,36.02688935863776,2.656706973522821,4,7.009096746996842
2019-05-31,100,252,0.3666368276731802,0.5403220902587373,36.663682767318015,2.656706973522821,4,6.76967105015345
2019-06-28,100,252,0.3720127326334345,0.5450360259778216,37.20127326334346,2.656706973522821,4,6.60362982575726
2019-07-31,100,252,0.3720968625357601,0.5404895633862623,37.20968625357602,2.656706973522821,3,6.607141875778026
2019-08-30,100,252,0.4050520542211064,0.5643018633705574,40.505205422110656,2.656706973522821,3,5.689961976638954
2019-09-30,100,251,0.4002769409848569,0.5646283587737015,40.02769409848572,2.6607951806975985,3,5.7974948872170495
2019-10-31,100,252,0.389581507662183,0.5497235989719094,38.95815076621831,2.656706973522821,4,6.11420509972419
2019-11-29,100,252,0.3784967729301778,0.5441506912851515,37.84967729301777,2.656706973522821,4,6.4176340282636675
2019-12-31,100,253,0.3231569408860132,0.501570218338185,32.315694088601326,2.65264614391991,4,8.405378742437998
2020-01-31,100,253,0.3125094672882278,0.495317162968219,31.25094672882279,2.65264614391991,4,8.87048942657872
2020-02-28,100,253,0.3558283466699337,0.5273212689346595,35.582834666993364,2.65264614391991,4,7.152969419142204
2020-03-31,100,253,0.6225026799195046,0.744181584232366,62.250267991950444,2.65264614391991,3,2.542722126233645
2020-04-30,100,254,0.6352139557759579,0.7526494627387443,63.52139557759578,2.6486123976778924,3,2.445263395725563
2020-05-29,100,254,0.6283165794271188,0.7530431044839938,62.83165794271193,2.6486123976778924,3,2.495194115658835
2020-06-30,100,253,0.6313617563612346,0.7542236236803902,63.13617563612338,2.65264614391991,3,2.472194364266252
2020-07-31,100,254,0.6192471033080862,0.7485655612220276,61.92471033080868,2.6486123976778924,3,2.5648621891669463
2020-08-31,100,252,0.6110425345449026,0.7445161714481164,61.104253454490234,2.656706973522821,3,2.630082156802689
